"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 03월 31일","14,220.52","14,444.78","14,456.74","14,217.72","1.10B","-1.54%"
"2022년 03월 30일","14,442.28","14,558.59","14,609.25","14,383.45","1.01B","-1.21%"
"2022년 03월 29일","14,619.64","14,500.39","14,646.90","14,419.40","1.09B","1.84%"
"2022년 03월 28일","14,354.90","14,177.21","14,356.00","14,101.34","892.94M","1.31%"
"2022년 03월 25일","14,169.30","14,194.72","14,218.76","14,010.79","941.78M","-0.16%"
"2022년 03월 24일","14,191.84","14,001.32","14,193.55","13,897.20","916.74M","1.93%"
"2022년 03월 23일","13,922.60","13,990.35","14,152.14","13,921.65","961.73M","-1.32%"
"2022년 03월 22일","14,108.82","13,866.43","14,141.07","13,857.29","1.10B","1.95%"
"2022년 03월 21일","13,838.46","13,860.39","13,945.80","13,682.55","1.14B","-0.40%"
"2022년 03월 18일","13,893.84","13,564.63","13,899.28","13,528.06","2.85B","2.05%"
"2022년 03월 17일","13,614.78","13,360.72","13,620.80","13,317.14","1.14B","1.33%"
"2022년 03월 16일","13,436.55","13,119.37","13,440.12","12,992.20","1.41B","3.77%"
"2022년 03월 15일","12,948.62","12,685.23","12,973.88","12,616.59","1.13B","2.92%"
"2022년 03월 14일","12,581.22","12,795.12","12,918.01","12,555.35","1.21B","-2.04%"
"2022년 03월 11일","12,843.81","13,229.77","13,239.35","12,830.37","1.02B","-2.18%"
"2022년 03월 10일","13,129.96","13,098.35","13,163.50","12,946.28","961.59M","-0.95%"
"2022년 03월 09일","13,255.55","13,113.70","13,301.16","13,039.79","1.12B","3.59%"
"2022년 03월 08일","12,795.55","12,800.04","13,159.44","12,670.08","1.34B","-0.28%"
"2022년 03월 07일","12,830.96","13,328.36","13,353.28","12,828.02","1.29B","-3.62%"
"2022년 03월 04일","13,313.44","13,455.23","13,486.71","13,224.98","1.04B","-1.66%"
"2022년 03월 03일","13,537.94","13,837.59","13,837.59","13,472.64","1.03B","-1.56%"
"2022년 03월 02일","13,752.02","13,597.53","13,796.55","13,493.91","1.03B","1.62%"
"2022년 03월 01일","13,532.46","13,716.70","13,777.04","13,441.32","1.24B","-1.59%"
"2022년 02월 28일","13,751.40","13,570.83","13,810.64","13,549.90","1.39B","0.41%"
"2022년 02월 25일","13,694.62","13,485.26","13,696.86","13,358.29","978.45M","1.64%"
"2022년 02월 24일","13,473.58","12,587.88","13,486.11","12,587.88","1.38B","3.34%"
"2022년 02월 23일","13,037.49","13,511.75","13,533.78","13,032.17","944.40M","-2.57%"
"2022년 02월 22일","13,381.52","13,424.36","13,618.71","13,249.65","1.02B","-1.23%"
"2022년 02월 18일","13,548.07","13,735.40","13,762.40","13,465.56","1.02B","-1.23%"
"2022년 02월 17일","13,716.72","14,004.19","14,020.82","13,704.70","922.82M","-2.88%"
"2022년 02월 16일","14,124.09","14,038.92","14,163.73","13,931.99","838.99M","-0.11%"
"2022년 02월 15일","14,139.76","13,997.18","14,142.49","13,976.29","903.09M","2.53%"
"2022년 02월 14일","13,790.92","13,768.97","13,921.71","13,664.76","936.80M","-0.00%"
"2022년 02월 11일","13,791.15","14,213.62","14,246.70","13,733.16","1.08B","-2.78%"
"2022년 02월 10일","14,185.64","14,228.68","14,509.56","14,118.20","1.06B","-2.10%"
"2022년 02월 09일","14,490.37","14,368.16","14,490.72","14,330.87","935.01M","2.08%"
"2022년 02월 08일","14,194.46","13,984.43","14,226.48","13,934.78","865.50M","1.28%"
"2022년 02월 07일","14,015.67","14,118.79","14,236.31","13,974.10","858.02M","-0.58%"
"2022년 02월 04일","14,098.01","13,958.48","14,222.76","13,850.39","862.97M","1.58%"
"2022년 02월 03일","13,878.82","14,045.83","14,207.88","13,851.75","945.51M","-3.74%"
"2022년 02월 02일","14,417.55","14,494.47","14,504.82","14,264.65","1.00B","0.50%"
"2022년 02월 01일","14,346.00","14,277.43","14,358.69","14,070.77","962.00M","0.75%"
"2022년 01월 31일","14,239.88","13,812.19","14,242.90","13,767.71","1.24B","3.41%"
"2022년 01월 28일","13,770.57","13,436.71","13,771.91","13,236.55","1.06B","3.13%"
"2022년 01월 27일","13,352.78","13,710.99","13,765.91","13,322.66","1.07B","-1.40%"
"2022년 01월 26일","13,542.12","13,871.77","14,002.65","13,392.19","1.18B","0.02%"
"2022년 01월 25일","13,539.29","13,610.87","13,781.62","13,414.14","1.04B","-2.28%"
"2022년 01월 24일","13,855.13","13,481.50","13,876.61","13,094.65","1.55B","0.63%"
"2022년 01월 21일","13,768.92","14,046.22","14,171.72","13,764.24","1.32B","-2.72%"
"2022년 01월 20일","14,154.02","14,462.85","14,642.03","14,140.78","1.02B","-1.30%"
"2022년 01월 19일","14,340.25","14,582.22","14,658.89","14,331.65","935.06M","-1.15%"
"2022년 01월 18일","14,506.90","14,681.83","14,740.54","14,482.94","1.06B","-2.60%"
"2022년 01월 14일","14,893.75","14,708.02","14,897.67","14,689.43","872.56M","0.59%"
"2022년 01월 13일","14,806.81","15,245.04","15,259.71","14,782.24","852.15M","-2.51%"
"2022년 01월 12일","15,188.39","15,263.10","15,319.03","15,117.29","840.02M","0.23%"
"2022년 01월 11일","15,153.45","14,919.26","15,158.71","14,837.63","863.02M","1.41%"
"2022년 01월 10일","14,942.83","14,751.78","14,953.86","14,530.23","1.09B","0.05%"
"2022년 01월 07일","14,935.90","15,095.72","15,171.02","14,877.63","852.53M","-0.96%"
"2022년 01월 06일","15,080.87","15,024.15","15,198.45","14,914.87","951.12M","-0.13%"
"2022년 01월 05일","15,100.17","15,547.16","15,586.30","15,095.18","1.01B","-3.34%"
"2022년 01월 04일","15,622.72","15,852.14","15,852.14","15,512.41","970.70M","-1.33%"
"2022년 01월 03일","15,832.80","15,732.50","15,832.80","15,644.09","871.65M","1.20%"
"2021년 12월 31일","15,644.97","15,722.91","15,777.43","15,643.93","729.41M","-0.61%"
"2021년 12월 30일","15,741.56","15,758.98","15,868.09","15,729.16","768.18M","-0.16%"
"2021년 12월 29일","15,766.22","15,794.92","15,821.81","15,679.85","699.59M","-0.10%"
"2021년 12월 28일","15,781.72","15,895.20","15,901.47","15,757.07","691.47M","-0.56%"
"2021년 12월 27일","15,871.26","15,696.83","15,871.40","15,696.83","741.10M","1.39%"
"2021년 12월 23일","15,653.37","15,544.79","15,697.98","15,528.91","746.13M","0.85%"
"2021년 12월 22일","15,521.89","15,319.16","15,525.97","15,303.06","783.47M","1.18%"
"2021년 12월 21일","15,341.09","15,140.43","15,349.06","15,015.03","976.83M","2.40%"
"2021년 12월 20일","14,980.94","14,933.00","15,007.30","14,860.04","1.02B","-1.24%"
"2021년 12월 17일","15,169.68","15,036.77","15,288.78","14,960.37","3.01B","-0.07%"
"2021년 12월 16일","15,180.43","15,629.08","15,633.19","15,119.49","1.10B","-2.47%"
